event_id,category_id,user_id,user_name,user_past_event,review_id,rating,date,text
1519,5,157,Ani Susanto,"4, 1",151955157,5,7/2/2022,"seneng bisa bawa anak untuk bermain, walau awalnya dia masih takut2 tapi kelamaan jadi seru juga dia bermain di dufan 👍💯🌟"
3162,1,11,Arif Sari,"5, 2",31625111,5,6/19/2022,"Wahananya seru seru, tidak membosankan, semuanya asik"
115,1,82,Fandi Nurhayati,"3, 2",1155182,5,6/17/2022,Aaa dpt harga annual pass lagi promo di traveloka jd cm bayar 260 ribuan hiksss seneng bgttt. Akses masuknya pun gampang tinggal scan barcode di loket msk. Thank you travelokaaa
1651,6,46,Dian Wijaya,"2, 2",16515646,5,6/14/2022,mantap... mudah prosesnya...
3165,1,110,Fajar Wijaya,"3, 6",316551110,5,5/10/2022,bagus liburan di dufan aja yuk
3166,1,168,Lina Kurniawan,"2, 2",316651168,5,5/6/2022,Online aktivasi e-card jd dtg tinggal tunjukin aja barcodenya... Kebetulan belinya yg annual pass dufan jd semuanya lebih mudah. Thank u traveloka selalu bisa diandalkan ❤️
3168,1,98,Agus Hidayat,"3, 6",31685198,5,5/5/2022,Proses pesan mudah fasilitas ok
1648,6,168,Lina Kurniawan,"2, 2",164856168,5,7/19/2023,"luar biasa,kami keluarga sangat menikmatinya"
119,1,184,Dewi Hadiwijaya,"2, 1",11951184,5,7/3/2023,murah beli disini ketimbang beli di tempatnya
1526,5,49,Fajar Hidayat,"3, 1",15265549,5,4/27/2023,"Pembelian tiket aman, proses redeem lancar dan mantab"
1528,5,88,Fajar Hadiwijaya,"2, 6",15285588,5,8/17/2022,"manteppp, redeem tiketnya mudah"
1530,5,119,Budi Rahayu,"1, 2",153055119,5,7/17/2022,"Kalau mau ke Seaworld better beli tiket terusan sekalian ke Ocean Dream yang lokasinya persis sebelahan. Better ke Seaworld dulu baru lanjut ke Ocean Dream karena Seaworld dikit banget yang bisa dilihat, sedangkan ocean dream banyak pertunjukkan yang terjadwal. Harga normal tiket terusan di traveloka Rp 182.000 tapi karena sekalian cari tag2an di instagram traveloka experience dan nemu kode voucher influencer jadi dapet tambahan diskon totalnya bayar Rp 157.000"
1642,6,128,Bambang Utami,"3, 6",164256128,5,5/22/2022,"protokol kesehatan dijalankan dengan baik, proses redeem tiket juga mudah..."
1652,6,178,Dewi Hidayat,"3, 2",165256178,5,5/12/2022,pojoknya is good. mudah dan tetap safety
114,1,49,Fajar Hidayat,"3, 1",1145149,5,5/9/2022,"good place, cocok untuk wisata keluarga"
1638,6,99,Maya Nugroho,"6, 1",16384699,4,1/5/2023,"Bagus, keamanan sangat terjaga"
1422,4,50,Hadi Santoso,"5, 4",14224450,4,10/29/2022,"anak saya suka banget dan seneng banget, terima kasih"
3169,1,132,Joko Hartono,"1, 3",316941132,4,5/22/2022,mantap cuma capek ngantri... perlu ditambahin kipas sejuknya karena panas banget... petunjuknya juga diberikan lebih lengkap dengan staf dan informasi visual yang memadai
1638,6,185,Budi Wijaya,"6, 3",163846185,4,5/7/2022,"Nyaman hanya antriannya saja padat merayap, karena moment lebaran kali ya😄"
1333,3,70,Fandi Hadiwijaya,"1, 4",13333370,3,9/6/2022,toiletnya bau pesing sekali. tdk ada petugas yg standby bersihkan. tisu tdk ada
115,1,167,Fandi Hermawan,"3, 1",11531167,3,7/11/2022,"seaworld sekarang ga kayak dulu, ocean juga. kumuh banget. kalo ga diperbaiki akan kalah dengan objek wisata serupa yg muncul sekarang"
1423,4,87,Budi Setiawan,"3, 5",14233487,3,8/3/2023,"pelayanan ramah dengan harga yg tidak terlalu mahal sudah dapat makan pagi 2 orang, kekurangannya air panas nya kurang berfungsi baik hanya hangat saja dan kamar mandi plafonnya bekas bocor tidak diperbaiki"
1529,5,131,Dian Purnama,"3, 5",152925131,2,5/13/2022,"Terlalu ramai melebihi kapasitas seaworld, tdk ada antrian, saling rebutan masuk"
1528,5,95,Ani Pratama,"3, 5",15282595,2,8/11/2023,"Saya mau merubah emai saya kenapa ga bisa2 ya, udah berkali2 saya coba tapi tidak bisa2"
1530,5,150,Dina Susanto,"2, 6",153025150,2,2/24/2023,"Layanan beli tiket sih oke, tapi layanan streamingnya bapuk."
3356,3,199,Rudi Putri,"2, 1",335623199,2,9/11/2022,Tidak pernah di kasih playlater
119,1,112,Ani Hadiwijaya,"3, 5",11921112,2,8/15/2022,"Parah ini aplikasi, pesan hotel di daerah bromo dan sudah sampai lokasi ternyata hotel nya sudah lama putus mitra. Terpaksa bayar ekstra"
3657,6,186,Budi Wijaya,"1, 4",365726186,2,11/16/2023,"Semua aman terkendali sampai akun paylater di bekukan dan saat minta diaktifkan tdk bisa, harus menunggu saja. Bberapa tahun tdk pernah lagi menggunakan app sampai kemudian diaktifkan kembali.Semua pembayaran sehat kemudian tiba2 virtual number tidak dapat digunakan dengan alasan keamanan walaupun yg lain bisa digunakan. Mencoba menghubungi cs kembali tapi tdk ada solusi, hanya permohonan maaf dan pemakluman. Saya rasa cs sangat minim pengetahuan produk dan kemampuan menyelesaikan masalah cust."
1646,6,105,Siti Susanto,"2, 6",164626105,2,9/8/2023,Limit 10jt virtual numbernya ga aktif2 kaya pinjol traveloka
117,1,126,Agus Santoso,"3, 6",11721126,2,6/25/2023,"Rx,,A"
1422,4,80,Sinta Susanto,"5, 2",14221480,1,10/18/2023,"Hi admin traveloka,coba dong telusuri ad penipuan yg mengatasnamakan traveloka. Saya salah satu korban nya. Katanya traveloka sdg mengadakan event utk meningkatkan kualitas apk dan seterusnya. Tau2nya itu semua adalah modus penipuan."
3163,1,79,Arif Nugroho,"2, 3",31631179,1,9/20/2023,"Tiba"" limit paylater saya jadi 0 kayanya gara"" saya lupa kasih reting . Padahal saya bayar tagihan tepat waktu.jadi males pake Traveloka"
1636,6,127,Sinta Wijaya,"6, 4",163616127,1,7/23/2023,Tadinya sangat terbantu dengan ada nya paylater..knp sekarang paylater tidak bisa digunakan alasannya karena keamanan..padahal selalu tepat waktu klo pembayaran.. Aneh..buat apa limit 14jt klo tidak bisa digunakan.. Udh berkali-kali melapor ttp ja respon selalu nunggu
1636,6,48,Maya Kusuma,"2, 3",16361648,1,9/7/2023,"Gimana Traveloka ini, pengalaman saya kemaren ketika mau pulang dari Jakarta ke Surabaya, ketika mau buka aplikasi malah macet gak bisa ke buka, yang ada hanya gambar burung gak bergerak. Padahal tiket saya ada di dalamnya aplikasi, alhasil hampir tidak jadi pulang, untung nya tiket nya terhubung dengan Gmail jadi masih bisa di cek di e-mail, payah Traveloka buat senam jantung saja"
1531,5,149,Dian Setiawan,"2, 4",153115149,1,7/6/2023,"Ini kenapa ya sistemnya traveloka? Pas mau cek detail pesanan tiket saya malah gagal memuat dikarenakan koneksi internet tidak ada. Padahal koneksi internet saya bagus, buka aplikasi lain lancar semua buka apk traveloka juga lancar tapi pas mau cek detail tiket aka dia kek gitu. Aneh ini apk, nyesal dah pesan tiket disini."
1425,4,103,Hadi Sari,"3, 1",142514103,1,9/21/2023,Semua pusat bantuan tidak ada yang bisa membantu
1519,5,19,Siti Purnama,"2, 1",15191519,1,9/21/2023,Refund terlalu lama
3165,1,73,Hadi Santoso,"6, 3",31651173,1,9/13/2023,"Pesan tiket hotel, Sudah bayar, etiket tidak kunjung terbit 2 jam buang waktu, kacau sekali"
1646,6,193,Dina Wijaya,"4, 5",164616193,1,8/6/2023,Komplain parah dijawab bot ga ada permintaan maaf atas kesalahan
116,1,79,Arif Nugroho,"2, 3",1161179,1,8/5/2023,"Bad customer service. Tiket pesawat sudah dibeli, dibayar dan ada bukti transaksi. Namun tiket tidak muncul padahal sudah akan penerbangan. Wa, email, telpon mau komplen tidak ada respon. Rugi rugii. Mau di refund reschedule kagak bisa 👎💢😡"
1424,4,141,Bambang Santoso,"5, 3",142414141,1,8/5/2023,"Parah,saldo sudah kepotong tapi tiket ga issued"
3169,1,112,Ani Hadiwijaya,"3, 5",316911112,1,6/15/2023,"Tidak bertanggung jawab, merugikan konsumen"
1427,4,193,Dina Wijaya,"4, 5",142714193,1,5/22/2023,"PARAH BANGETT DAH, NGELAG SKALI SUMPAH BIKIN GUE EMOSI"
1646,6,29,Bambang Putri,"3, 4",16461629,1,5/17/2023,Lepas tangan dalam refund tiket gudfest
113,1,173,Fajar Putri,"2, 6",11311173,1,4/22/2023,"Aplksinya lg knp sih ini. Mau payment hotel gk bisa mulu reload mulu????? Gk ada solusinya, csnya dihubngnnya susah"
1652,6,134,Maya Septiani,"2, 4",165256134,5,6/8/2022,seruuu dan menarik. pokonya harus kesini. tiket murah
1416,4,68,Wahyu Wijaya,"4, 6",14165468,5,5/5/2022,seruu & menyenangkan... sangat recommend
3169,1,160,Hadi Hadiwijaya,"2, 4",316951160,5,9/21/2023,sangat menyenangkan
3170,1,183,Siti Nugroho,"4, 6",317051183,5,8/25/2023,Upacara pengibaran bendera merah putih di Seaworld khidmat dan seru untuk thn ini. 😍 Dirgahayu Indonesiaku.
1212,2,16,Siti Utami,"1, 2",12125216,5,7/30/2023,liburan ini cocok buat pengetahuan anak tentang kehidupan di Lautan.
1424,4,31,Dian Hidayat,"3, 5",14245431,5,10/30/2022,menyenangkan sekali bagi anak dan keluarga
3659,6,149,Dian Setiawan,"2, 4",365956149,5,9/12/2022,"proses redeem mudah, banyak promo dan seruuu"
3170,1,26,Citra Sari,"5, 1",31705126,5,9/6/2022,sangat mudah dalam bertransaksi...
1529,5,162,Dewi Nugroho,"2, 5",152955162,5,7/17/2022,"ini pertama kalinya ajak anak aku ke sea world ancol, dan ternyata ga salah pilih, dia seneng banget,,dan bisa bercerita banyak tentang pengalamannya berkunjung ke sea world ancol...🥰🥰"
1641,6,128,Bambang Utami,"3, 6",164156128,5,7/9/2022,semua seru... tempatnya untuk anak anak
3658,6,150,Dina Susanto,"2, 6",365856150,5,5/7/2022,tempatnya mrnyenangkan dan keluarga pun senang
3657,6,96,Budi Sari,"3, 2",36574696,4,2/11/2023,"proses pemakaian voucher sangat praktis. tinggal kasih ke staff Dufan ya utk scan, Beres!"
3164,1,53,Wahyu Santoso,"4, 5",31644153,4,2/8/2023,aplikasi scan nya sih cepet ga pake ribet tinggal scan setiap barcode di pintu masuk. justru antriannya malah di pengecekan tas semua air minum botol disita jadi panjang antriannya
119,1,77,Desi Wijaya,"3, 1",1194177,4,1/5/2023,Gampang banget redeem tiketnya. antrian sudah cukup tertib. perlu ditambah informasi lama antrian supaya bisa memperkirakan waktu bermain.
1215,2,27,Fandi Purnama,"4, 6",12154227,4,11/8/2022,cukup mudah saat redeem dan aktivasi tiketnya
1638,6,137,Dina Pratama,"4, 4",163846137,4,9/19/2022,cocok untuk melepas ketegangan dan penat dari rutinitas kerja. tapi weekend antrinya cukup panjang di setiap wahana
1529,5,188,Siti Setiawan,"6, 6",152945188,4,6/27/2022,"aku suka dufan tapi jam tutupnya cepet banget sekarang dan antriannya bisa 1-2 jam per wahana. but overall, ya aku suka dufan hiks 🥲"
114,1,199,Rudi Putri,"2, 1",11441199,4,5/14/2022,seru bangat lumayan lah buat ilangi stres
3170,1,1,Maya Putri,"5, 6",3170411,4,9/5/2022,masih ada penghuni2 lautnya hehehe
3454,4,194,Andi Putri,"4, 4",345444194,4,7/13/2022,semuanya sesuai dengan deskripsi yg dituliskan dan memudahkan saat masuk ke Sea World ataupun Ocean Dreams
1114,1,165,Agus Pratama,"6, 2",111441165,4,6/18/2022,harga di traveloka lebih murah dibanding di web Ancol. pilih weekday supaya ga terlalu ramee. pas datang penuhhh sama rombongan anak2 sekolah 😭 agak susah mau nonton pertunjukan cepet2an biar dapet kursi. tapi yang penting anak2 senang
1425,4,80,Sinta Susanto,"5, 2",14254480,4,5/8/2022,"alhamdulillah sangat mengasikkan liburan. lebaran tahun ini. semuanya dipermudah untuk proses tiketnya. terima kasih traveloka, next ditunggu promo-promo lg untuk liburan berikutnya."
1647,6,117,Wahyu Sari,"4, 2",164736117,3,4/25/2023,lupa gak difotoin. sampah berserakan kaya kurang staff kebersihan ga ada yg keliling ambilin sampah yg penuh di tong sampah. antrian panjang dihampir tiap wahana krn ada bbrp wahana bukanya siang jam 12. sedih dtg jam 9 cm kbgian naek 4 wahana doang antri nya 2-3 jam parahhh
1212,2,93,Hadi Putri,"5, 6",12123293,3,9/4/2022,"semuanya sesuai dengan fasilitas yang ditawarkan, saya sangat menikmati sampai lupa untuk aktivasi annual pass. apa bisa saya aktivasi sekarang?"
3162,1,55,Joko Sari,"6, 6",31623155,3,6/9/2022,"Banyak wahana yang tutup, padahal banyak juga yg masuk ke dufan. Kayak ga balance aja, ini terakhir saya ke dufan. Tengkyu"
3167,1,89,Hadi Wijaya,"6, 4",31673189,3,7/20/2023,"Kebersihan kurang,keramahan staf kurang,petunjuk arah kurang, semua dibandingkan tempat wisata di Malang atau di Bali .."
1420,4,130,Andi Putri,"2, 3",142034130,3,5/6/2022,rame krn libur lebaran jadi kurang menikmati macet parah masuk gerbangnya
3162,1,40,Joko Sari,"5, 6",31623140,3,9/22/2023,"Gatau deh aneh tiba2 limit paylater di bekukan, padahal baru mau dipake!"
1553,5,47,Fandi Kurniawan,"5, 6",15533547,3,8/20/2023,baik
1650,6,166,Fajar Nurhayati,"3, 5",165036166,3,6/24/2023,ok
1640,6,122,Maya Setiawan,"2, 3",164026122,2,5/2/2023,"2x daftar paylater 2x jg ditolak, yaudah auto uninstall deh mending apk sebelah yg jelas2 di acc Paylaternya"
113,1,32,Ani Setiawan,"6, 3",1132132,2,1/16/2023,"Saya sudah melakukan pembelian tiket, sudah dapat e-tiket dari whatsapp. Ketika di cek di aplikasi pesanan saya NOL. mau refund dll tidak bisa. Tolong penjelasannya."
1652,6,20,Arif Septiani,"6, 3",16522620,2,5/18/2022,"Saran saya menu paylater ini mending tidak ada, menurunkan kepercayaan tentang fasilitas yang diberikan.. Karna saya sudah coba ngjukan beberapa kali ditolak.."
114,1,150,Dina Susanto,"2, 6",11421150,2,10/16/2021,Kenapa sering banget gangguan sekarang? Sudaj hampir setiap hari gangguan minggu ini
3454,4,96,Budi Sari,"3, 2",34542496,2,10/4/2021,"Klu bayi dilarang ikut penerbangan, kenapa pas pembelian tiket untuk diaktifkan? Kan percuma beli tiket klu bayi gak boleh"
1636,6,178,Dewi Hidayat,"3, 2",163626178,2,9/1/2023,♡>7[8
3455,4,76,Sinta Hidayat,"3, 2",34552476,2,5/18/2023,"saya mengajukan paylatercard, sudah 2 minggu berturut'turut sampai saat ini status masih meninjau dan limit saya tak kunjung balik, sangat kecewa padahal mau staycation 😭"
1421,4,41,Wahyu Susanto,"5, 4",14212441,2,5/2/2023,"Pembayaran paylater lewat bri,perbaikan nya lama sekali"
1651,6,195,Rudi Purnama,"2, 4",165116195,1,12/2/2023,"Kenapa pihak Pt. Trinusa Travelindo tdk selektif dalam mekilih dan tdk transafaran. Sy kecewa ketika menggunakan aplikasi treveloka yg.sudah provosional. Sy pesan hotel permata 3 cebongan, tingkir. Jalan Baru (JB) skota salatiga. Di tolak tdk mau trima sesuai aplikasi dan sempat uang mau di kembalikan. Dengan berbagai alasan tetap tdk mengakui kalo lewat treveloka. Dan ahirya sy suruh nambah baru di trima, itupun dgn terpaksa. Sy korban. Sy kecewa dgn aplikasi treveloka. Sy akan lewat jalur PERS"
1641,6,192,Joko Hadiwijaya,"1, 3",164116192,1,11/13/2023,Aplikasi tidak bermutu dan sudah transfer ke PT Trinusa travelindo bilangnya tdk masuk. Dan cs tidak bertanggung jawab
1212,2,33,Dewi Wijaya,"4, 2",12121233,1,12/4/2023,Gak bisa pembayaran
1519,5,74,Arif Purnama,"3, 2",15191574,1,11/20/2023,"Pelayanan jelek, udah pesen tiket malah tanggal penerbangan diubah2"
114,1,39,Desi Utami,"3, 1",1141139,1,8/5/2023,"Udah dibayar tapi hotel gak menrima , cs nya gak ada yg visa diajak ngobrol langsung gak solutif . Klo uangnya gak balik maaf saya kasih bintang 1 terus"
1652,6,65,Siti Pratama,"5, 6",16521665,1,8/5/2023,"Booking tiket tanggal 5 Agustus 2023, 2 kali saya beli tiket, pembayarannya berhasil tapi tiket tidak terbit, komplain di DM Ig tidak dibalas, email tidak ada tanggapan, no telpon cs tidak aktif, komplain by wa dan aplikasi hanya robot Komen di Instagram sudah penuh komplain tapi, tapi tetap posting promosi di IG story, bukannya komplain di tanggapi"
3659,6,178,Dewi Hidayat,"3, 2",365916178,1,6/5/2023,"Katanya sistemnya sudah baik, tapi pas mau masuk kemenu pembayaran malah gak bisa2 dan tiba2 sold out"
1335,3,192,Joko Hadiwijaya,"1, 3",133513192,1,5/9/2023,Jelek
1111,1,25,Agus Hartono,"6, 3",11111125,1,5/4/2023,Bikin emosi mau persen tiket bus nulis alamat gak responsif as*
122,2,161,Lina Nugroho,"6, 5",12252161,5,7/2/2022,"pengalaman yang sangat menakjubkan, traveloka joss"
1424,4,48,Maya Kusuma,"2, 3",14245448,5,6/24/2022,"tidak terlalu banyak mengambil foto, karena kemarin berbarengan sama musim liburan sekolah jadi walaupun weekdays pengunjungnya sangat ramai dan hampir semua wahana antriannya panjang mengular"
1528,5,196,Dewi Susanto,"2, 1",152855196,5,6/13/2022,"happy bgttt, walau weekendnya antrii bgtt gapapa lah wahana udh banyak yg dibuka jg. playgroundnya udh buka mbanya ramah bgtt, jangan lupa bawa kaos kaki kalo mau main playgroundnya gaiss. sekian terima kasih traveloka beli annual setahun seharga 150rb epic bgtt luvv ❤️"
3170,1,137,Dina Pratama,"4, 4",317051137,5,6/9/2022,Sangat menyenangkan dan akan datang lagi
1646,6,116,Fandi Hartono,"2, 1",164656116,5,5/15/2022,kapan kapan liburan ke dufan lagi
3454,4,32,Ani Setiawan,"6, 3",34545432,5,5/4/2022,anak-anak seneng bgt kesini. liburan ke Dufan aja deh
1648,6,26,Citra Sari,"5, 1",16485626,5,10/8/2023,tempat berlibur yang asik untuk anak² saran saja sebaiknya ke ocean dream terlebih dahulu baru ke area SeaWorld karena di SeaWorld lebih adem 😁
3166,1,112,Ani Hadiwijaya,"3, 5",316651112,5,9/29/2023,Banyak koleksi ikan2nya 😃
1110,1,150,Dina Susanto,"2, 6",111051150,5,7/3/2023,Senang sekali rasanya memesan tiket seaworld Ancol dengan mudah di traveloka ticket
1642,6,167,Fandi Hermawan,"3, 1",164256167,5,12/2/2022,proses Reedemnya sangat mudah dan cepat
3166,1,50,Hadi Santoso,"5, 4",31665150,5,8/29/2022,semuanya sama dengan foto namun sayangnya mungkin karena terlalu ramai saat weekend eskalator yg di terowongannya dimatikan dan ac juga kurang dingin karena banyaknya pengunjung. terus juga seharusnya minimal kalau tidak boleh membawa masuk makanan di dlm ada yg menjual. memang ada penjual makanan tapi harus keluar dulu ketika mau masuk lagi pas banget cap di tangan ilang agak sulit masuk tetapi untung cap yg di tangan suami blm ilang akhirnya bisa masuk. kasian anak anak yg kehausan dan lapar di dlm menunggu atraksi di aquarium besarnya.
1333,3,26,Citra Sari,"5, 1",13335326,5,8/9/2022,"Proses cepat, beli depan gerbang ancol, voucher dan barcode langsung muncul."
1531,5,1,Maya Putri,"5, 6",1531551,5,7/19/2022,"yah worth it lah, tp jangan beli tiketnya sendiri2, apalagi kalo seaworldnya sendiri"
3164,1,22,Fajar Wijaya,"2, 6",31645122,5,7/18/2022,semuanya sesuai foto dan deskripsi yang ada
1424,4,96,Budi Sari,"3, 2",14244496,4,1/5/2023,"Bagus, hanya saja karena akhir tahun jd antrean setiap wahana sangat panjang"
3162,1,159,Rudi Santoso,"5, 1",316241159,4,7/25/2022,"antri super panjang, siap siap memakan waktu di antrian"
1332,3,67,Joko Pratama,"1, 3",13324367,4,7/23/2022,staff di gatenya kurang ramah mungkin capek ya tapi customer service is number one dalam pelayanan apalagi di bidang pariwisata.
1420,4,83,Sinta Nurhayati,"5, 5",14204483,4,5/6/2022,"show lumba-lumba, sea lions seru anak-anak happy, tetapi durasinya singkat sebentar banget mungkin karena pengunjungnya juga mbludak jd supaya bisa ada jadwal show tambahan yaa... sayangnya banyak pengunjung yang sudah ga prokes dan karena pengunjung banyak bangets tim kebersihan kurang, pengunjungnya juga banyak yang ga sadar kebersihan alhasil sampah berserakan dimana mana. walau harus antri dari satu wahana ke wahana lainnya anak-anak sih happy"
1416,4,165,Agus Pratama,"6, 2",141634165,3,8/21/2022,"Petugas wanita2 yg di pintu masuk ancol dan Dufan sangatlah tidak ramah... Sepertinya mereka haid berjama’ah. Dan karena tiketnya beli lewat traveloka, mestinya 6 bulan gratis masuk Dufan, jadinya hangus karena ga langsung reservasi"
116,1,127,Sinta Wijaya,"6, 4",11631127,3,5/6/2022,Ngantrinya ga kuat dari pagi kesana cmn dpt 2 permainan😩
116,1,5,Hadi Nurhayati,"1, 5",116315,3,7/14/2022,wahana kurang terawat & gelap. sayang sekali padahal besar & ikan cukup lengkap. museum mengenaskan
1652,6,49,Fajar Hidayat,"3, 1",16523649,3,10/6/2023,Baru baru ini setiap saya masuk ngecek harga hotel selalu keluarr dari aplikasinya
1212,2,28,Fandi Putri,"5, 1",12123228,3,9/17/2023,Uji coba
1212,2,194,Andi Putri,"4, 4",121232194,3,8/21/2023,semoga makin sukses
1114,1,16,Siti Utami,"1, 2",11143116,3,8/20/2023,paito 5 @ 77u 8 saya u 86m mvb n u7 vj h 7 v i
1637,6,129,Maya Kusuma,"4, 6",163736129,3,7/31/2023,Sekarang kok sering banget update ya. Terus baca ulasan kok bnyak keluhan. Jadi kuatir gmn nasib spayletterku
1424,4,147,Fajar Saputra,"6, 2",142434147,3,6/24/2023,ok
1427,4,110,Fajar Wijaya,"3, 6",142724110,2,4/26/2023,"Over kapasitas untuk pengunjung yang mungkin tidak dibatasi, sehingga antrian tiap permainan sangat panjang"
1531,5,88,Fajar Hadiwijaya,"2, 6",15312588,2,1/28/2023,"Nomer ku hilang..aku tidak bisa masuk lagi di akun tiket ku, Katanya setelah update bisa kirim kode otg lewat email nyatanya gk ada fiktur itu ..."
1425,4,99,Maya Nugroho,"6, 1",14252499,2,6/3/2022,Sudah tidak nyaman...harga tiket pesawat mahal. Agak berbeda dengan lapak sebelah.
3164,1,18,Rudi Santoso,"4, 2",31642118,2,4/14/2022,k #11×#=2v 1
111,1,47,Fandi Kurniawan,"5, 6",1112147,2,6/4/2021,Gagal lg2 daftar paylater..hadehh
1420,4,106,Budi Hidayat,"2, 6",142024106,2,4/29/2021,Baik
1647,6,77,Desi Wijaya,"3, 1",16472677,2,9/28/2023,Tolong belajar banyak dari Bank BCA utk pelayanan Customer Service. Mereka sangat cepat tanggap untuk berbagai keluhan. Sangat disayangkan kalau aplikasi sekaliber Traveloka tidak diimbangi dengan service yg bagus 🙏🏼
1529,5,113,Budi Wijaya,"1, 5",152925113,2,7/14/2023,Tolong dong di upgrade limit paylaternya......
1111,1,169,Dian Saputra,"6, 1",111121169,2,5/10/2023,"pilihan pembayarannya sangat sedikit.. mgkn bsa dtmbhkn ovo,gopay,kredivo,dll"
1423,4,165,Agus Pratama,"6, 2",142324165,2,4/25/2023,"Punya paylater gk bisa di pake, limitnya ada padahal. Chat CS isinya cuma bot hadeh"
1639,6,181,Andi Hadiwijaya,"3, 2",163916181,1,10/20/2023,"Proses refund yang sangat lama dan berbelit, Saya membeli tiket pesawat kemudian dibatalkan oleh maskapai sehingga saya reschedule, tapi setelah iti dibatalkan lagi oleh maskapai sehingga saya minta refund. Tapi permintaan refund saya ditolak dengan alasan sudah reschedule dengan penerbangan baru, padahal penerbangan baru itu pun dibatalkan oleh maskapai. Saya sampai mengajukan refund 2x dan tetap dengan alasan yg sama proses refund tidak disetujui. Sungguh mengecewakan"
1334,3,6,Arif Putri,"5, 2",1334136,1,12/1/2023,Tidak bisa hapus akun padahal cuma di pake liat liat aja ga pernah pesan atau transaksi apapun
114,1,99,Maya Nugroho,"6, 1",1141199,1,11/5/2023,promo buat marketing doang gimik gimik di pake malah kga bisa wkwkkww percuma gausah ngadain prpmo realistus aja wkwkw klo kek gnih jd jelek nama flatroom nya wkwkwk
1416,4,81,Lina Rahayu,"2, 1",14161481,1,10/8/2023,"Promo pake kartu kredit BCA tapi maskapai ga selengkap apk sebelah, harga lebih mahal dari apk sebelah. Mau pake strategi gitu harunnya pas jaman majapahit dimana konsumen susah cari perbandingan harga. 😅"
113,1,112,Ani Hadiwijaya,"3, 5",11311112,1,8/6/2023,"Jangan beli tiket disini, saya beli tiket,saldo terpotong tapi tidak dapat tiket, telfon costumer service berkali kali tidak diangkat ,sengaja untuk habis habisin pulsa, proses refund pun tidak jelas, tidak ada pemberitahuan refund. Cs Whatsapp juga tidak membalas. Tolong jangan beli tiket disini , saya rugi, tidak ada kompensasi atas kerugian saya."
1528,5,46,Dian Wijaya,"2, 2",15281546,1,8/6/2023,BALIKIN DUIT GUEEEEEE
3163,1,25,Agus Hartono,"6, 3",31631125,1,6/26/2023,"Aplikasi ga jelas, cek penerbangan malah tidak tersedia."
1646,6,137,Dina Pratama,"4, 4",164616137,1,6/20/2023,Ga sesuai
117,1,50,Hadi Santoso,"5, 4",1171150,1,6/14/2023,Aplikasi susah untuk Reschedule
3454,4,92,Andi Susanto,"4, 4",34541492,1,5/8/2023,:⁠^⁠)
3169,1,28,Fandi Putri,"5, 1",31691128,1,4/4/2023,Ambil untung reschedule terlalu tinggi
3163,1,157,Ani Susanto,"4, 1",316351157,5,6/13/2022,"akses mudah, asik dan menyenangkan"
3657,6,26,Citra Sari,"5, 1",36575626,5,6/12/2022,"Pembelian mudah, dan udah mulai normal lagi (ramai) Dufan nggak kayak pas sebelumnya"
1640,6,34,Bambang Putri,"3, 5",16405634,5,5/29/2022,Very happy. Sangat mudah diakses
3455,4,12,Joko Susanto,"4, 2",34555412,5,5/15/2022,Sangat membantu dan tentunya murah sekali untuk harga annual passnya. Thanks Dufan dan Traveloka.
1111,1,86,Lina Santoso,"4, 3",11115186,5,5/13/2022,"sangat membantu, prosesnya juga mudah"
1425,4,197,Dian Sari,"6, 3",142554197,5,5/6/2022,"seruuu... liburan bareng keluarga... proses reservasi tiketnya juga mudah, tidak perlu antri... langsung masuk tinggal scan barcode..."
1110,1,15,Arif Kurniawan,"3, 1",11105115,5,5/3/2022,"sangat mudah dan cepat, keren dah"
3657,6,151,Maya Hidayat,"2, 3",365756151,5,4/29/2022,"Seru dan menyenangkan, antrian pendek, bisa main hampir semua wahana"
1639,6,88,Fajar Hadiwijaya,"2, 6",16395688,5,11/3/2023,"ke seaworld untuk mengenang masa kecil saya, stafnya helpful dan ramah, kebersihan terjaga semuanya oke"
1335,3,141,Bambang Santoso,"5, 3",133553141,5,6/10/2023,"Gampang penukaran tiketnya, langsung scan barcode aja. Kalau beli ditempat lumayan antri. Dan lebih murah beli di traveloka"
1111,1,44,Arif Sari,"2, 4",11115144,5,4/9/2023,"Sangat menyenangkan... Dari tiket masuk mobil, penumpang dan sea world Semua bisa di layani di traveloka. Jadinya proses masuk lebih cepat dan aman"
1425,4,94,Ani Susanto,"2, 4",14255494,5,1/24/2023,Oke bangett
1553,5,87,Budi Setiawan,"3, 5",15535587,5,12/6/2022,mantaap. udah lama ga kesini ..
3168,1,49,Fajar Hidayat,"3, 1",31685149,5,11/16/2022,"oke semua, proses redeem tiket dan fasilitas serta pertunjukan2 oke"
1530,5,142,Siti Rahayu,"6, 3",153055142,5,10/31/2022,anak aku seneng banget diajak ke seaworld banyak ikan yg belum pernah dilihat sebelumnya dan jd pengetahuan jg buat dia
1638,6,20,Arif Septiani,"6, 3",16385620,5,10/19/2022,"keputusan untuk pergi ke sini di weekdays adalah tepat! gak terlalu rame, gak antri sama sekali ke mana2"
1424,4,140,Maya Wijaya,"3, 2",142454140,5,8/7/2022,thank youuu seaworldd 😊 ini pas weekend yah jd agak ramai...
